Date,Num_Duplicates,WnvPresent,Year,Month,Day,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,1,0,0,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,0,1,0,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,1,0,2007,5,29,0,0,1,0,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,1,0,2007,5,29,0,0,1,0,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,1,0,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,1,0,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,1,0,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,1,0,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,1,0,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,0,1,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,2,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,2,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,1,0,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,1,0,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,1,0,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,1,0,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,1,0,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,1,0,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,1,0,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,0,1,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,70,56,63,-8,55,59, 0,0419,1931,0.00,7.6,2
2007-06-29,1,0,2007,6,29,0,0,1,0,0,0,0,71,56,64,-8,56,60, 0,0419,1931,0.00,7.4,2
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,77,58,68,-6,50,59, 3,0420,1931,0.00,7.4,12
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,77,58,68,-6,50,59, 3,0420,1931,0.00,7.4,12
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,77,58,68,-6,50,59, 3,0420,1931,0.00,7.4,12
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,79,53,66,-6,50,58, 1,0420,1931,0.00,5.9,14
2007-07-02,1,0,2007,7,2,0,0,1,0,0,0,0,77,58,68,-6,50,59, 3,0420,1931,0.00,7.4,12
2007-07-02,1,0,2007,7,2,0,0,0,1,0,0,0,77,58,68,-6,50,59, 3,0420,1931,0.00,7.4,12
