Date,Species,AddressNumberAndStreet,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Month,Day,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir
2007-05-29,CULEX PIPIENS/RESTUANS,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0,2007,5,29,0,0,1,0,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,CULEX PIPIENS/RESTUANS,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,2,0,2007,5,29,0,0,1,0,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,CULEX RESTUANS,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,3,0,2007,5,29,0,0,0,1,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,CULEX PIPIENS/RESTUANS,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0,2007,5,29,0,0,1,0,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX RESTUANS,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX RESTUANS,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX RESTUANS,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,3,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX RESTUANS,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,5,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX PIPIENS,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0,2007,5,29,0,1,0,0,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX PIPIENS/RESTUANS,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0,2007,5,29,0,0,1,0,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX RESTUANS,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,2,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-05-29,CULEX PIPIENS/RESTUANS,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,1,0,2007,5,29,0,0,1,0,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,CULEX PIPIENS/RESTUANS,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,1,0,2007,5,29,0,0,1,0,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,CULEX RESTUANS,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,1,0,2007,5,29,0,0,0,1,0,0,0,88,60,74,10,58,65, 9,0421,1917,0.00,5.8,18
2007-05-29,CULEX RESTUANS,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,1,0,2007,5,29,0,0,0,1,0,0,0,88,65,77,10,59,66,12,0421,1917,0.00,5.8,16
2007-06-05,CULEX PIPIENS/RESTUANS,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,3,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,5,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0,2007,6,5,0,1,0,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0,2007,6,5,0,1,0,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,2,0,2007,6,5,0,1,0,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,2,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,3,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,4,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,2,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0,2007,6,5,0,1,0,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,2,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,9,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,3,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,3,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,7,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,2,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,4,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,1,0,2007,6,5,0,1,0,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,3,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,2,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,1,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,10,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,1,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX PIPIENS/RESTUANS,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,3,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX RESTUANS,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,8,0,2007,6,5,0,0,0,1,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,1,0,2007,6,5,0,0,1,0,0,0,0,63,51,57,-9,47,52, 0,0417,1923,0.27,6.2,3
2007-06-05,CULEX PIPIENS/RESTUANS,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,2,0,2007,6,5,0,0,1,0,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-05,CULEX RESTUANS,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,1,0,2007,6,5,0,0,0,1,0,0,0,64,47,56,-9,48,51, 0,0417,1923,0.42,5.2,5
2007-06-26,CULEX PIPIENS/RESTUANS,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,4,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX SALINARIUS,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0,2007,6,26,0,0,0,0,1,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,4,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,6,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS/RESTUANS,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,2,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS/RESTUANS,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,2,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,5,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS/RESTUANS,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS/RESTUANS,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,2,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,2,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,2,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,4,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,2,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,2,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,1,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,0,2007,6,26,0,0,1,0,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX RESTUANS,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,2007,6,26,0,0,0,1,0,0,0,92,70,81,10,69,72,16,0418,1931,0.16,6.1,22
2007-06-26,CULEX PIPIENS/RESTUANS,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,2,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,3,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS/RESTUANS,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,10,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,19,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,1,0,2007,6,26,0,1,0,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX PIPIENS/RESTUANS,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,20,0,2007,6,26,0,0,1,0,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
2007-06-26,CULEX RESTUANS,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,25,0,2007,6,26,0,0,0,1,0,0,0,91,73,82,10,69,72,17,0418,1931,0.001,7.3,21
