Date,AddressNumberAndStreet,Latitude,Longitude,WnvPresent,Year,Month,Day,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,NumMosquitos,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,1,0,0,0,0,0
2007-06-05,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,0,1,0,0,0
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,1,0,0,0,0
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,0,1,0,0,0
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,2,0,1,0,0,0,0,0
2007-06-05,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,2,0,0,0,1,0,0,0
2007-06-05,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,1,0,0,0,0
2007-06-05,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,3,0,0,0,1,0,0,0
2007-06-05,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,4,0,0,0,1,0,0,0
2007-06-05,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,2,0,0,1,0,0,0,0
2007-06-05,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,1,0,0,0,0
2007-06-05,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,0,1,0,0,0
2007-06-05,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,1,0,0,0,0,0
2007-06-05,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,1,0,0,0,0
2007-06-05,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,9,0,0,0,1,0,0,0
2007-06-05,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,3,0,0,0,1,0,0,0
2007-06-05,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,0,1,0,0,0
2007-06-05,"9100  W HIGGINS AVE, Chicago, IL",41.98196400000001,-87.812827,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,0,1,0,0,0
2007-06-05,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,0,1,0,0,0
2007-06-05,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,1,0,0,0,0
2007-06-05,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,3,0,0,0,1,0,0,0
2007-06-05,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,0,1,0,0,0
2007-06-05,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,1,0,0,0,0
2007-06-05,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,7,0,0,0,1,0,0,0
2007-06-05,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,1,0,0,0,0
2007-06-05,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,2,0,0,1,0,0,0,0
2007-06-05,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,4,0,0,0,1,0,0,0
2007-06-05,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,1,0,0,0,0,0
2007-06-05,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,1,0,0,0,0
2007-06-05,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,0,1,0,0,0
2007-06-05,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,1,0,0,0,0
2007-06-05,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,3,0,0,0,1,0,0,0
2007-06-05,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,3,0,0,0,1,0,0,0
2007-06-05,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,1,0,0,0,0
2007-06-05,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,0,1,0,0,0
2007-06-05,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,1,0,0,0,0
2007-06-05,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,0,1,0,0,0
2007-06-05,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,1,0,0,0,0
2007-06-05,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,10,0,0,0,1,0,0,0
2007-06-05,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,0,1,0,0,0
2007-06-05,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,3,0,0,1,0,0,0,0
2007-06-05,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,8,0,0,0,1,0,0,0
2007-06-05,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.61425799999998,0,2007,6,5,63,51,57,-9,47,52,0,417,1923,0.27,6.2,3,1,0,0,1,0,0,0,0
2007-06-05,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,2,0,0,1,0,0,0,0
2007-06-05,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-05,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2007,6,5,64,47,56,-9,48,51,0,417,1923,0.42,5.2,5,1,0,0,0,1,0,0,0
2007-06-26,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,4,0,0,0,1,0,0,0
2007-06-26,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,0,1,0,0
2007-06-26,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,4,0,0,0,1,0,0,0
2007-06-26,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,1,0,0,0,0
2007-06-26,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,6,0,0,0,1,0,0,0
2007-06-26,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,2,0,0,1,0,0,0,0
2007-06-26,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,0,1,0,0,0
2007-06-26,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,2,0,0,1,0,0,0,0
2007-06-26,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,2,0,0,0,1,0,0,0
2007-06-26,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,5,0,0,0,1,0,0,0
2007-06-26,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,1,0,0,0,0
2007-06-26,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,0,1,0,0,0
2007-06-26,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,1,0,0,0,0
2007-06-26,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,0,1,0,0,0
2007-06-26,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,1,0,0,0,0
2007-06-26,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,4,0,0,0,1,0,0,0
2007-06-26,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,1,0,0,0,0
2007-06-26,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,0,1,0,0,0
2007-06-26,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,9,0,0,0,1,0,0,0
2007-06-26,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,2,0,0,1,0,0,0,0
2007-06-26,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,3,0,0,0,1,0,0,0
2007-06-26,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,10,0,0,1,0,0,0,0
2007-06-26,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,19,0,0,0,1,0,0,0
2007-06-26,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,1,0,0,0,0,0
2007-06-26,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,20,0,0,1,0,0,0,0
2007-06-26,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,25,0,0,0,1,0,0,0
2007-06-26,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,6,0,1,0,0,0,0,0
2007-06-26,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,3,0,0,0,1,0,0,0
2007-06-26,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,4,0,0,0,1,0,0,0
2007-06-26,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,0,1,0,0,0
2007-06-26,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,6,0,0,0,1,0,0,0
2007-06-26,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,0,1,0,0,0
2007-06-26,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,3,0,0,1,0,0,0,0
2007-06-26,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,6,0,0,0,1,0,0,0
2007-06-26,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,1,0,0,0,0
2007-06-26,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,4,0,0,0,1,0,0,0
2007-06-26,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,0,1,0,0,0
2007-06-26,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,1,0,0,0,0
2007-06-26,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,1,0,0,0,1,0,0,0
2007-06-26,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,0,1,0,0,0
2007-06-26,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2007,6,26,92,70,81,10,69,72,16,418,1931,0.16,6.1,22,2,0,0,1,0,0,0,0
2007-06-26,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,0,2007,6,26,91,73,82,10,69,72,17,418,1931,0.001,7.3,21,1,0,0,0,1,0,0,0
